	eco	name	fen	moves	pgn
152	D15	Slav Defense: Geller Gambit	rnbqkb1r/pp2pppp/2p2n2/8/2pPP3/2N2N2/PP3PPP/R1BQKB1R b KQkq -	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 e2e4	1. d2 d4 2. d7 d5 3. c2 c4 4. c7 c6 5. g1 f3 6. g8 f6 7. b1 c3 8. d5 c4 9. e2 e4 
153	D15	Slav Defense: Süchting Variation	rnb1kb1r/pp2pppp/1qp2n2/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq -	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d8b6	1. d2 d4 2. d7 d5 3. c2 c4 4. c7 c6 5. g1 f3 6. g8 f6 7. b1 c3 8. d8 b6 
154	D15	Slav Defense: Three Knights Variation	rnbqkb1r/pp2pppp/2p2n2/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq -	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3	1. d2 d4 2. d7 d5 3. c2 c4 4. c7 c6 5. g1 f3 6. g8 f6 7. b1 c3 
155	D15	Slav Defense: Two Knights Attack	rnbqkb1r/pp2pppp/2p2n2/8/2pP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq -	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4	1. d2 d4 2. d7 d5 3. c2 c4 4. c7 c6 5. g1 f3 6. g8 f6 7. b1 c3 8. d5 c4 
156	D16	Queen's Gambit Declined: Slav, Smyslov Variation	r2qkb1r/pp2pppp/n1p2n2/8/P1pPP1b1/2N2N2/1P3PPP/R1BQKB1R w KQkq -	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 b8a6 e2e4 c8g4	1. d2 d4 2. d7 d5 3. c2 c4 4. c7 c6 5. g1 f3 6. g8 f6 7. b1 c3 8. d5 c4 9. a2 a4 10. b8 a6 11. e2 e4 12. c8 g4 
157	D16	Slav Defense: Alapin Variation	rnbqkb1r/pp2pppp/2p2n2/8/P1pP4/2N2N2/1P2PPPP/R1BQKB1R b KQkq -	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4	1. d2 d4 2. d7 d5 3. c2 c4 4. c7 c6 5. g1 f3 6. g8 f6 7. b1 c3 8. d5 c4 9. a2 a4 
158	D16	Slav Defense: Smyslov Variation	r1bqkb1r/pp2pppp/n1p2n2/8/P1pP4/2N2N2/1P2PPPP/R1BQKB1R w KQkq -	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 b8a6	1. d2 d4 2. d7 d5 3. c2 c4 4. c7 c6 5. g1 f3 6. g8 f6 7. b1 c3 8. d5 c4 9. a2 a4 10. b8 a6 
159	D16	Slav Defense: Soultanbeieff Variation	rnbqkb1r/pp3ppp/2p1pn2/8/P1pP4/2N2N2/1P2PPPP/R1BQKB1R w KQkq -	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 e7e6	1. d2 d4 2. d7 d5 3. c2 c4 4. c7 c6 5. g1 f3 6. g8 f6 7. b1 c3 8. d5 c4 9. a2 a4 10. e7 e6 
160	D16	Slav Defense: Steiner Variation	rn1qkb1r/pp2pppp/2p2n2/8/P1pP2b1/2N2N2/1P2PPPP/R1BQKB1R w KQkq -	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 c8g4	1. d2 d4 2. d7 d5 3. c2 c4 4. c7 c6 5. g1 f3 6. g8 f6 7. b1 c3 8. d5 c4 9. a2 a4 10. c8 g4 
161	D17	Slav Defense: Czech Variation, Bled Attack	rn1qkb1r/pp2pppp/2p2n2/5b2/P1pP3N/2N5/1P2PPPP/R1BQKB1R b KQkq -	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 c8f5 f3h4	1. d2 d4 2. d7 d5 3. c2 c4 4. c7 c6 5. g1 f3 6. g8 f6 7. b1 c3 8. d5 c4 9. a2 a4 10. c8 f5 11. f3 h4 
162	D17	Slav Defense: Czech Variation, Carlsbad Variation, Morozevich Variation	r3kb1r/ppqn1p1p/2p5/4nbp1/P1N2B2/2N3P1/1P2PPBP/R2QK2R w KQkq -	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 c8f5 f3e5 b8d7 e5c4 d8c7 g2g3 e7e5 d4e5 d7e5 c1f4 f6d7 f1g2 g7g5	1. d2 d4 2. d7 d5 3. c2 c4 4. c7 c6 5. g1 f3 6. g8 f6 7. b1 c3 8. d5 c4 9. a2 a4 10. c8 f5 11. f3 e5 12. b8 d7 13. e5 c4 14. d8 c7 15. g2 g3 16. e7 e5 17. d4 e5 18. d7 e5 19. c1 f4 20. f6 d7 21. f1 g2 22. g7 g5 
163	D17	Slav Defense: Czech Variation, Carlsbad Variation	r3kb1r/ppqn1ppp/2p2n2/4pb2/P1NP4/2N3P1/1P2PP1P/R1BQKB1R w KQkq -	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 c8f5 f3e5 b8d7 e5c4 d8c7 g2g3 e7e5	1. d2 d4 2. d7 d5 3. c2 c4 4. c7 c6 5. g1 f3 6. g8 f6 7. b1 c3 8. d5 c4 9. a2 a4 10. c8 f5 11. f3 e5 12. b8 d7 13. e5 c4 14. d8 c7 15. g2 g3 16. e7 e5 
164	D17	Slav Defense: Czech Variation, Krause Attack, Fazekas Gambit	r2qkb1r/pp2pppp/n1p2n2/4Nb2/P1pPP3/2N5/1P3PPP/R1BQKB1R b KQkq -	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 c8f5 f3e5 b8a6 e2e4	1. d2 d4 2. d7 d5 3. c2 c4 4. c7 c6 5. g1 f3 6. g8 f6 7. b1 c3 8. d5 c4 9. a2 a4 10. c8 f5 11. f3 e5 12. b8 a6 13. e2 e4 
165	D17	Slav Defense: Czech Variation, Krause Attack	rn1qkb1r/pp2pppp/2p2n2/4Nb2/P1pP4/2N5/1P2PPPP/R1BQKB1R b KQkq -	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 c8f5 f3e5	1. d2 d4 2. d7 d5 3. c2 c4 4. c7 c6 5. g1 f3 6. g8 f6 7. b1 c3 8. d5 c4 9. a2 a4 10. c8 f5 11. f3 e5 
166	D17	Slav Defense: Czech Variation	rn1qkb1r/pp2pppp/2p2n2/5b2/P1pP4/2N2N2/1P2PPPP/R1BQKB1R w KQkq -	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 c8f5	1. d2 d4 2. d7 d5 3. c2 c4 4. c7 c6 5. g1 f3 6. g8 f6 7. b1 c3 8. d5 c4 9. a2 a4 10. c8 f5 
167	D17	Slav Defense: Czech Variation, Wiesbaden Variation	rn1qkb1r/pp3ppp/2p1pn2/4Nb2/P1pP4/2N5/1P2PPPP/R1BQKB1R w KQkq -	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 c8f5 f3e5 e7e6	1. d2 d4 2. d7 d5 3. c2 c4 4. c7 c6 5. g1 f3 6. g8 f6 7. b1 c3 8. d5 c4 9. a2 a4 10. c8 f5 11. f3 e5 12. e7 e6 
168	D17	Slav Defense: Czech Variation, Wiesbaden Variation, Sharp Line	rn1qk2r/pp3ppp/2p1pn2/4Nb2/PbpPP3/2N2P2/1P4PP/R1BQKB1R b KQkq -	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 c8f5 f3e5 e7e6 f2f3 f8b4 e2e4	1. d2 d4 2. d7 d5 3. c2 c4 4. c7 c6 5. g1 f3 6. g8 f6 7. b1 c3 8. d5 c4 9. a2 a4 10. c8 f5 11. f3 e5 12. e7 e6 13. f2 f3 14. f8 b4 15. e2 e4 
169	D18	Slav Defense: Czech Variation, Classical System	rn1qkb1r/pp2pppp/2p2n2/5b2/P1pP4/2N1PN2/1P3PPP/R1BQKB1R b KQkq -	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 c8f5 e2e3	1. d2 d4 2. d7 d5 3. c2 c4 4. c7 c6 5. g1 f3 6. g8 f6 7. b1 c3 8. d5 c4 9. a2 a4 10. c8 f5 11. e2 e3 
170	D18	Slav Defense: Czech Variation, Lasker Variation	r2qkb1r/pp2pppp/n1p2n2/5b2/P1pP4/2N1PN2/1P3PPP/R1BQKB1R w KQkq -	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 c8f5 e2e3 b8a6	1. d2 d4 2. d7 d5 3. c2 c4 4. c7 c6 5. g1 f3 6. g8 f6 7. b1 c3 8. d5 c4 9. a2 a4 10. c8 f5 11. e2 e3 12. b8 a6 
171	D19	Queen's Gambit Declined: Slav, Dutch, Sämisch Variation	rn1q1rk1/pp3ppp/2p1p3/5b2/PbBPn1P1/2N1PN2/1P2QP1P/R1B2RK1 b - -	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 c8f5 e2e3 e7e6 f1c4 f8b4 e1g1 e8g8 d1e2 f6e4 g2g4	1. d2 d4 2. d7 d5 3. c2 c4 4. c7 c6 5. g1 f3 6. g8 f6 7. b1 c3 8. d5 c4 9. a2 a4 10. c8 f5 11. e2 e3 12. e7 e6 13. f1 c4 14. f8 b4 15. e1 g1 16. e8 g8 17. d1 e2 18. f6 e4 19. g2 g4 
172	D19	Queen's Gambit Declined: Slav, Dutch Variation	rn1qk2r/pp3ppp/2p1pn2/5b2/PbBP4/2N1PN2/1P3PPP/R1BQ1RK1 b kq -	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 c8f5 e2e3 e7e6 f1c4 f8b4 e1g1	1. d2 d4 2. d7 d5 3. c2 c4 4. c7 c6 5. g1 f3 6. g8 f6 7. b1 c3 8. d5 c4 9. a2 a4 10. c8 f5 11. e2 e3 12. e7 e6 13. f1 c4 14. f8 b4 15. e1 g1 
173	D19	Slav Defense: Czech Variation, Classical System, Main Line	rn1q1rk1/pp3ppp/2p1pn2/5b2/PbBP4/2N1PN2/1P2QPPP/R1B2RK1 b - -	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 c8f5 e2e3 e7e6 f1c4 f8b4 e1g1 e8g8 d1e2	1. d2 d4 2. d7 d5 3. c2 c4 4. c7 c6 5. g1 f3 6. g8 f6 7. b1 c3 8. d5 c4 9. a2 a4 10. c8 f5 11. e2 e3 12. e7 e6 13. f1 c4 14. f8 b4 15. e1 g1 16. e8 g8 17. d1 e2 
174	D20	Queen's Gambit Accepted: Accelerated Mannheim Variation	rnbqkbnr/ppp1pppp/8/8/Q1pP4/8/PP2PPPP/RNB1KBNR b KQkq -	d2d4 d7d5 c2c4 d5c4 d1a4	1. d2 d4 2. d7 d5 3. c2 c4 4. d5 c4 5. d1 a4 
175	D20	Queen's Gambit Accepted: Central Variation, Alekhine System	rnbqkb1r/ppp1pppp/5n2/8/2pPP3/8/PP3PPP/RNBQKBNR w KQkq -	d2d4 d7d5 c2c4 d5c4 e2e4 g8f6	1. d2 d4 2. d7 d5 3. c2 c4 4. d5 c4 5. e2 e4 6. g8 f6 
176	D20	Queen's Gambit Accepted: Central Variation, Greco Variation	rnbqkbnr/p1p1pppp/8/1p6/2pPP3/8/PP3PPP/RNBQKBNR w KQkq -	d2d4 d7d5 c2c4 d5c4 e2e4 b7b5	1. d2 d4 2. d7 d5 3. c2 c4 4. d5 c4 5. e2 e4 6. b7 b5 
177	D20	Queen's Gambit Accepted: Central Variation, McDonnell Defense	rnbqkbnr/ppp2ppp/8/4p3/2pPP3/8/PP3PPP/RNBQKBNR w KQkq -	d2d4 d7d5 c2c4 d5c4 e2e4 e7e5	1. d2 d4 2. d7 d5 3. c2 c4 4. d5 c4 5. e2 e4 6. e7 e5 
178	D20	Queen's Gambit Accepted: Central Variation, McDonnell Defense, Somov Gambit	rnbqkbnr/ppp2ppp/8/4p3/2BPP3/8/PP3PPP/RNBQK1NR b KQkq -	d2d4 d7d5 c2c4 d5c4 e2e4 e7e5 f1c4	1. d2 d4 2. d7 d5 3. c2 c4 4. d5 c4 5. e2 e4 6. e7 e5 7. f1 c4 
179	D20	Queen's Gambit Accepted: Central Variation, Modern Defense	r1bqkbnr/ppp1pppp/2n5/8/2pPP3/8/PP3PPP/RNBQKBNR w KQkq -	d2d4 d7d5 c2c4 d5c4 e2e4 b8c6	1. d2 d4 2. d7 d5 3. c2 c4 4. d5 c4 5. e2 e4 6. b8 c6 
180	D20	Queen's Gambit Accepted: Central Variation, Rubinstein Defense	rnbqkbnr/pp2pppp/8/2p5/2pPP3/8/PP3PPP/RNBQKBNR w KQkq -	d2d4 d7d5 c2c4 d5c4 e2e4 c7c5	1. d2 d4 2. d7 d5 3. c2 c4 4. d5 c4 5. e2 e4 6. c7 c5 
181	D20	Queen's Gambit Accepted: Central Variation, Rubinstein Defense, Yefimov Gambit	rnbqkbnr/p3pppp/8/1ppP4/2p1P3/8/PP3PPP/RNBQKBNR w KQkq -	d2d4 d7d5 c2c4 d5c4 e2e4 c7c5 d4d5 b7b5	1. d2 d4 2. d7 d5 3. c2 c4 4. d5 c4 5. e2 e4 6. c7 c5 7. d4 d5 8. b7 b5 
182	D20	Queen's Gambit Accepted: Linares Variation	rnbqkb1r/p3pppp/5n2/1ppP4/2p1P3/2N5/PP3PPP/R1BQKBNR w KQkq -	d2d4 d7d5 c2c4 d5c4 e2e4 c7c5 d4d5 g8f6 b1c3 b7b5	1. d2 d4 2. d7 d5 3. c2 c4 4. d5 c4 5. e2 e4 6. c7 c5 7. d4 d5 8. g8 f6 9. b1 c3 10. b7 b5 
183	D20	Queen's Gambit Accepted: Old Variation, Billinger Gambit	rnb1kbnr/ppp1qppp/8/8/2Bp4/PQ2P3/1P3PPP/RNB1K1NR b KQkq -	d2d4 d7d5 c2c4 d5c4 e2e3 e7e5 f1c4 e5d4 d1b3 d8e7 a2a3	1. d2 d4 2. d7 d5 3. c2 c4 4. d5 c4 5. e2 e3 6. e7 e5 7. f1 c4 8. e5 d4 9. d1 b3 10. d8 e7 11. a2 a3 
184	D20	Queen's Gambit Accepted: Old Variation, Christensen Gambit	rnb1kbnr/ppp1qppp/8/8/2Bp4/1Q2PN2/PP3PPP/RNB1K2R b KQkq -	d2d4 d7d5 c2c4 d5c4 e2e3 e7e5 f1c4 e5d4 d1b3 d8e7 g1f3	1. d2 d4 2. d7 d5 3. c2 c4 4. d5 c4 5. e2 e3 6. e7 e5 7. f1 c4 8. e5 d4 9. d1 b3 10. d8 e7 11. g1 f3 
185	D20	Queen's Gambit Accepted: Old Variation, Korchnoi Gambit	rnb1kbnr/ppp1qppp/8/8/2Bp4/1Q2P3/PP3PPP/RNB2KNR b kq -	d2d4 d7d5 c2c4 d5c4 e2e3 e7e5 f1c4 e5d4 d1b3 d8e7 e1f1	1. d2 d4 2. d7 d5 3. c2 c4 4. d5 c4 5. e2 e3 6. e7 e5 7. f1 c4 8. e5 d4 9. d1 b3 10. d8 e7 11. e1 f1 
186	D20	Queen's Gambit Accepted: Old Variation, Novikov Gambit	rnb1kbnr/ppp1qppp/8/8/2Bp4/1Q2P3/PP1N1PPP/R1B1K1NR b KQkq -	d2d4 d7d5 c2c4 d5c4 e2e3 e7e5 f1c4 e5d4 d1b3 d8e7 b1d2	1. d2 d4 2. d7 d5 3. c2 c4 4. d5 c4 5. e2 e3 6. e7 e5 7. f1 c4 8. e5 d4 9. d1 b3 10. d8 e7 11. b1 d2 
187	D20	Queen's Gambit Accepted: Old Variation	rnbqkbnr/ppp1pppp/8/8/2pP4/4P3/PP3PPP/RNBQKBNR b KQkq -	d2d4 d7d5 c2c4 d5c4 e2e3	1. d2 d4 2. d7 d5 3. c2 c4 4. d5 c4 5. e2 e3 
188	D20	Queen's Gambit Accepted	rnbqkbnr/ppp1pppp/8/8/2pP4/8/PP2PPPP/RNBQKBNR w KQkq -	d2d4 d7d5 c2c4 d5c4	1. d2 d4 2. d7 d5 3. c2 c4 4. d5 c4 
189	D20	Queen's Gambit Accepted: Saduleto Variation	rnbqkbnr/ppp1pppp/8/8/2pPP3/8/PP3PPP/RNBQKBNR b KQkq -	d2d4 d7d5 c2c4 d5c4 e2e4	1. d2 d4 2. d7 d5 3. c2 c4 4. d5 c4 5. e2 e4 
190	D20	Queen's Gambit Accepted: Schwartz Defense	rnbqkbnr/ppp1p1pp/8/5p2/2pPP3/8/PP3PPP/RNBQKBNR w KQkq -	d2d4 d7d5 c2c4 d5c4 e2e4 f7f5	1. d2 d4 2. d7 d5 3. c2 c4 4. d5 c4 5. e2 e4 6. f7 f5 
191	D21	Queen's Gambit Accepted: Alekhine Defense, Borisenko-Furman Variation	rnbqkbnr/1pp1pppp/p7/8/2pPP3/5N2/PP3PPP/RNBQKB1R b KQkq -	d2d4 d7d5 c2c4 d5c4 g1f3 a7a6 e2e4	1. d2 d4 2. d7 d5 3. c2 c4 4. d5 c4 5. g1 f3 6. a7 a6 7. e2 e4 
192	D21	Queen's Gambit Accepted: Godes Variation	r1bqkbnr/pppnpppp/8/8/2pP4/5N2/PP2PPPP/RNBQKB1R w KQkq -	d2d4 d7d5 c2c4 d5c4 g1f3 b8d7	1. d2 d4 2. d7 d5 3. c2 c4 4. d5 c4 5. g1 f3 6. b8 d7 
193	D21	Queen's Gambit Accepted: Gunsberg Defense	rnbqkbnr/pp2pppp/8/2p5/2pP4/5N2/PP2PPPP/RNBQKB1R w KQkq -	d2d4 d7d5 c2c4 d5c4 g1f3 c7c5	1. d2 d4 2. d7 d5 3. c2 c4 4. d5 c4 5. g1 f3 6. c7 c5 
194	D21	Queen's Gambit Accepted: Normal Variation	rnbqkbnr/ppp1pppp/8/8/2pP4/5N2/PP2PPPP/RNBQKB1R b KQkq -	d2d4 d7d5 c2c4 d5c4 g1f3	1. d2 d4 2. d7 d5 3. c2 c4 4. d5 c4 5. g1 f3 
195	D21	Queen's Gambit Accepted: Slav Gambit	rnbqkbnr/p1p1pppp/8/1p6/2pP4/5N2/PP2PPPP/RNBQKB1R w KQkq -	d2d4 d7d5 c2c4 d5c4 g1f3 b7b5	1. d2 d4 2. d7 d5 3. c2 c4 4. d5 c4 5. g1 f3 6. b7 b5 
196	D22	Queen's Gambit Accepted: Alekhine Defense: Alatortsev Variation	rn1qkbnr/1pp2ppp/p3p3/3P4/2B3b1/4PN2/PP3PPP/RNBQK2R b KQkq -	d2d4 d7d5 c2c4 d5c4 g1f3 a7a6 e2e3 c8g4 f1c4 e7e6 d4d5	1. d2 d4 2. d7 d5 3. c2 c4 4. d5 c4 5. g1 f3 6. a7 a6 7. e2 e3 8. c8 g4 9. f1 c4 10. e7 e6 11. d4 d5 
197	D22	Queen's Gambit Accepted: Alekhine Defense, Haberditz Variation	rnbqkbnr/2p1pppp/p7/1p6/2pP4/4PN2/PP3PPP/RNBQKB1R w KQkq -	d2d4 d7d5 c2c4 d5c4 g1f3 a7a6 e2e3 b7b5	1. d2 d4 2. d7 d5 3. c2 c4 4. d5 c4 5. g1 f3 6. a7 a6 7. e2 e3 8. b7 b5 
198	D22	Queen's Gambit Accepted: Alekhine Defense	rnbqkbnr/1pp1pppp/p7/8/2pP4/5N2/PP2PPPP/RNBQKB1R w KQkq -	d2d4 d7d5 c2c4 d5c4 g1f3 a7a6	1. d2 d4 2. d7 d5 3. c2 c4 4. d5 c4 5. g1 f3 6. a7 a6 
199	D23	Queen's Gambit Accepted: Mannheim Variation	rnbqkb1r/ppp1pppp/5n2/8/Q1pP4/5N2/PP2PPPP/RNB1KB1R b KQkq -	d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 d1a4	1. d2 d4 2. d7 d5 3. c2 c4 4. d5 c4 5. g1 f3 6. g8 f6 7. d1 a4 
200	D23	Queen's Gambit Accepted	rnbqkb1r/ppp1pppp/5n2/8/2pP4/5N2/PP2PPPP/RNBQKB1R w KQkq -	d2d4 d7d5 c2c4 d5c4 g1f3 g8f6	1. d2 d4 2. d7 d5 3. c2 c4 4. d5 c4 5. g1 f3 6. g8 f6 
201	D24	Queen's Gambit Accepted: Bogoljubov Defense	rnbqkb1r/1pp1pppp/p4n2/8/2pPP3/2N2N2/PP3PPP/R1BQKB1R b KQkq -	d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 b1c3 a7a6 e2e4	1. d2 d4 2. d7 d5 3. c2 c4 4. d5 c4 5. g1 f3 6. g8 f6 7. b1 c3 8. a7 a6 9. e2 e4 
202	D24	Queen's Gambit Accepted: Gunsberg Defense, Prianishenmo Gambit	rnbqkb1r/pp3ppp/5n2/2ppP3/2p5/2N2N2/PP3PPP/R1BQKB1R b KQkq -	d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 b1c3 c7c5 d4d5 e7e6 e2e4 e6d5 e4e5	1. d2 d4 2. d7 d5 3. c2 c4 4. d5 c4 5. g1 f3 6. g8 f6 7. b1 c3 8. c7 c5 9. d4 d5 10. e7 e6 11. e2 e4 12. e6 d5 13. e4 e5 
203	D24	Queen's Gambit Accepted: Showalter Variation	rnbqkb1r/ppp1pppp/5n2/8/2pP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq -	d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 b1c3	1. d2 d4 2. d7 d5 3. c2 c4 4. d5 c4 5. g1 f3 6. g8 f6 7. b1 c3 
204	D25	Queen's Gambit Accepted: Janowski-Larsen Variation	rn1qkb1r/ppp1pppp/5n2/8/2pP2b1/4PN2/PP3PPP/RNBQKB1R w KQkq -	d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 c8g4	1. d2 d4 2. d7 d5 3. c2 c4 4. d5 c4 5. g1 f3 6. g8 f6 7. e2 e3 8. c8 g4 
205	D25	Queen's Gambit Accepted: Normal Variation	rnbqkb1r/ppp1pppp/5n2/8/2pP4/4PN2/PP3PPP/RNBQKB1R b KQkq -	d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3	1. d2 d4 2. d7 d5 3. c2 c4 4. d5 c4 5. g1 f3 6. g8 f6 7. e2 e3 
206	D25	Queen's Gambit Accepted: Smyslov Variation	rnbqkb1r/ppp1pp1p/5np1/8/2pP4/4PN2/PP3PPP/RNBQKB1R w KQkq -	d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 g7g6	1. d2 d4 2. d7 d5 3. c2 c4 4. d5 c4 5. g1 f3 6. g8 f6 7. e2 e3 8. g7 g6 
207	D25	Queen's Gambit Accepted: Winawer Defense	rn1qkb1r/ppp1pppp/4bn2/8/2pP4/4PN2/PP3PPP/RNBQKB1R w KQkq -	d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 c8e6	1. d2 d4 2. d7 d5 3. c2 c4 4. d5 c4 5. g1 f3 6. g8 f6 7. e2 e3 8. c8 e6 
208	D26	Queen's Gambit Accepted: Classical Defense, Normal Line	rnbqkb1r/pp3ppp/4pn2/2p5/2BP4/4PN2/PP3PPP/RNBQ1RK1 b kq -	d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6 f1c4 c7c5 e1g1	1. d2 d4 2. d7 d5 3. c2 c4 4. d5 c4 5. g1 f3 6. g8 f6 7. e2 e3 8. e7 e6 9. f1 c4 10. c7 c5 11. e1 g1 
209	D26	Queen's Gambit Accepted: Classical Defense	rnbqkb1r/pp3ppp/4pn2/2p5/2BP4/4PN2/PP3PPP/RNBQK2R w KQkq -	d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6 f1c4 c7c5	1. d2 d4 2. d7 d5 3. c2 c4 4. d5 c4 5. g1 f3 6. g8 f6 7. e2 e3 8. e7 e6 9. f1 c4 10. c7 c5 
210	D26	Queen's Gambit Accepted: Classical Defense, Steinitz Variation, Development Variation	r1bqkb1r/pp3ppp/2n1pn2/2p5/2BP4/4PN2/PP3PPP/RNBQ1RK1 w kq -	d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6 f1c4 c7c5 e1g1 b8c6	1. d2 d4 2. d7 d5 3. c2 c4 4. d5 c4 5. g1 f3 6. g8 f6 7. e2 e3 8. e7 e6 9. f1 c4 10. c7 c5 11. e1 g1 12. b8 c6 
211	D26	Queen's Gambit Accepted: Classical Defense, Steinitz Variation, Exchange Variation	rnbqkb1r/pp3ppp/4pn2/8/2Bp4/4PN2/PP3PPP/RNBQ1RK1 w kq -	d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6 f1c4 c7c5 e1g1 c5d4	1. d2 d4 2. d7 d5 3. c2 c4 4. d5 c4 5. g1 f3 6. g8 f6 7. e2 e3 8. e7 e6 9. f1 c4 10. c7 c5 11. e1 g1 12. c5 d4 
212	D26	Queen's Gambit Accepted: Classical, Furman Variation	r1bqk2r/5ppp/p1n1pn2/1pb1P3/2B5/5N2/PP2QPPP/RNB2RK1 b kq -	d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6 f1c4 c7c5 d1e2 a7a6 d4c5 f8c5 e1g1 b8c6 e3e4 b7b5 e4e5	1. d2 d4 2. d7 d5 3. c2 c4 4. d5 c4 5. g1 f3 6. g8 f6 7. e2 e3 8. e7 e6 9. f1 c4 10. c7 c5 11. d1 e2 12. a7 a6 13. d4 c5 14. f8 c5 15. e1 g1 16. b8 c6 17. e3 e4 18. b7 b5 19. e4 e5 
213	D26	Queen's Gambit Accepted: Normal Variation, Traditional System	rnbqkb1r/ppp2ppp/4pn2/8/2pP4/4PN2/PP3PPP/RNBQKB1R w KQkq -	d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6	1. d2 d4 2. d7 d5 3. c2 c4 4. d5 c4 5. g1 f3 6. g8 f6 7. e2 e3 8. e7 e6 
214	D27	Queen's Gambit Accepted: Classical Defense, Main Line	rnbqkb1r/1p3ppp/p3pn2/2p5/2BP4/4PN2/PP3PPP/RNBQ1RK1 w kq -	d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6 f1c4 c7c5 e1g1 a7a6	1. d2 d4 2. d7 d5 3. c2 c4 4. d5 c4 5. g1 f3 6. g8 f6 7. e2 e3 8. e7 e6 9. f1 c4 10. c7 c5 11. e1 g1 12. a7 a6 
215	D27	Queen's Gambit Accepted: Classical Defense, Rubinstein Variation	rnbqkb1r/1p3ppp/p3pn2/2p5/P1BP4/4PN2/1P3PPP/RNBQ1RK1 b kq -	d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6 f1c4 c7c5 e1g1 a7a6 a2a4	1. d2 d4 2. d7 d5 3. c2 c4 4. d5 c4 5. g1 f3 6. g8 f6 7. e2 e3 8. e7 e6 9. f1 c4 10. c7 c5 11. e1 g1 12. a7 a6 13. a2 a4 
216	D27	Queen's Gambit Accepted: Classical Defense, Russian Gambit	rnbqkb1r/1p3ppp/p3pn2/2p5/2BPP3/5N2/PP3PPP/RNBQ1RK1 b kq -	d2d4 d7d5 c2c4 d5c4 e2e3 g8f6 f1c4 e7e6 g1f3 c7c5 e1g1 a7a6 e3e4	1. d2 d4 2. d7 d5 3. c2 c4 4. d5 c4 5. e2 e3 6. g8 f6 7. f1 c4 8. e7 e6 9. g1 f3 10. c7 c5 11. e1 g1 12. a7 a6 13. e3 e4 
